FROMNODENO,TONODENO,WKT
31412,31408,"LINESTRING (-1.55408347365584 52.3862106663706, -1.55433594519365 52.3861764164957)"
31411,31412,"LINESTRING (-1.55407420976927 52.3861611931263, -1.55408347365584 52.3862106663706)"
31412,31411,"LINESTRING (-1.55408347365584 52.3862106663706, -1.55407420976927 52.3861611931263)"
31410,31416,"LINESTRING (-1.55365851088862 52.3859990050528, -1.55385419246205 52.3861088927791)"
31416,31410,"LINESTRING (-1.55385419246205 52.3861088927791, -1.55365851088862 52.3859990050528)"
31410,31415,"LINESTRING (-1.55365851088862 52.3859990050528, -1.55378928348421 52.3861315748598)"
31415,31410,"LINESTRING (-1.55378928348421 52.3861315748598, -1.55365851088862 52.3859990050528)"
31415,31416,"LINESTRING (-1.55378928348421 52.3861315748598, -1.55385419246205 52.3861088927791)"
31416,31415,"LINESTRING (-1.55385419246205 52.3861088927791, -1.55378928348421 52.3861315748598)"
31413,31414,"LINESTRING (-1.55393420684904 52.386303465151, -1.5538009251138 52.3862799288195)"
31414,31413,"LINESTRING (-1.5538009251138 52.3862799288195, -1.55393420684904 52.386303465151)"
31409,31414,"LINESTRING (-1.55377674530348 52.3864891664244, -1.5538009251138 52.3862799288195)"
31414,31409,"LINESTRING (-1.5538009251138 52.3862799288195, -1.55377674530348 52.3864891664244)"
31409,31413,"LINESTRING (-1.55377674530348 52.3864891664244, -1.55393420684904 52.386303465151)"
31413,31409,"LINESTRING (-1.55393420684904 52.386303465151, -1.55377674530348 52.3864891664244)"
31411,31416,"LINESTRING (-1.55407420976927 52.3861611931263, -1.55385419246205 52.3861088927791)"
31416,31411,"LINESTRING (-1.55385419246205 52.3861088927791, -1.55407420976927 52.3861611931263)"
31412,31413,"LINESTRING (-1.55408347365584 52.3862106663706, -1.55393420684904 52.386303465151)"
31413,31412,"LINESTRING (-1.55393420684904 52.386303465151, -1.55408347365584 52.3862106663706)"
31414,31415,"LINESTRING (-1.5538009251138 52.3862799288195, -1.55378928348421 52.3861315748598)"
31415,31414,"LINESTRING (-1.55378928348421 52.3861315748598, -1.5538009251138 52.3862799288195)"
30090,31418,"LINESTRING (-1.53235978787122 52.4023811194027, -1.53061773028793 52.4001388663432)"
31418,30090,"LINESTRING (-1.53061773028793 52.4001388663432, -1.53235978787122 52.4023811194027)"
30112,31419,"LINESTRING (-1.52705073233313 52.401281194305, -1.53017051085545 52.4000000761566)"
31419,30112,"LINESTRING (-1.53017051085545 52.4000000761566, -1.52705073233313 52.401281194305)"
30836,31420,"LINESTRING (-1.52858437307196 52.3985864897887, -1.53025512495224 52.3996601208814)"
31420,30836,"LINESTRING (-1.53025512495224 52.3996601208814, -1.52858437307196 52.3985864897887)"
31417,31421,"LINESTRING (-1.53082160731881 52.3997868023139, -1.53060059392832 52.3998112051726)"
31421,31417,"LINESTRING (-1.53060059392832 52.3998112051726, -1.53082160731881 52.3997868023139)"
31421,31422,"LINESTRING (-1.53060059392832 52.3998112051726, -1.53067455725923 52.3998730479732)"
31422,31421,"LINESTRING (-1.53067455725923 52.3998730479732, -1.53060059392832 52.3998112051726)"
31417,31422,"LINESTRING (-1.53082160731881 52.3997868023139, -1.53067455725923 52.3998730479732)"
31422,31417,"LINESTRING (-1.53067455725923 52.3998730479732, -1.53082160731881 52.3997868023139)"
31418,31428,"LINESTRING (-1.53061773028793 52.4001388663432, -1.53060881207604 52.3999683191451)"
31428,31418,"LINESTRING (-1.53060881207604 52.3999683191451, -1.53061773028793 52.4001388663432)"
31418,31427,"LINESTRING (-1.53061773028793 52.4001388663432, -1.53046362479672 52.3999867047861)"
31427,31418,"LINESTRING (-1.53046362479672 52.3999867047861, -1.53061773028793 52.4001388663432)"
31427,31428,"LINESTRING (-1.53046362479672 52.3999867047861, -1.53060881207604 52.3999683191451)"
31428,31427,"LINESTRING (-1.53060881207604 52.3999683191451, -1.53046362479672 52.3999867047861)"
31420,31423,"LINESTRING (-1.53025512495224 52.3996601208814, -1.53049649738846 52.3997911480294)"
31423,31420,"LINESTRING (-1.53049649738846 52.3997911480294, -1.53025512495224 52.3996601208814)"
31420,31424,"LINESTRING (-1.53025512495224 52.3996601208814, -1.53037322517013 52.3998295908791)"
31424,31420,"LINESTRING (-1.53037322517013 52.3998295908791, -1.53025512495224 52.3996601208814)"
31423,31424,"LINESTRING (-1.53049649738846 52.3997911480294, -1.53037322517013 52.3998295908791)"
31424,31423,"LINESTRING (-1.53037322517013 52.3998295908791, -1.53049649738846 52.3997911480294)"
31419,31425,"LINESTRING (-1.53017051085545 52.4000000761566, -1.53033213443062 52.3999148336002)"
31425,31419,"LINESTRING (-1.53033213443062 52.3999148336002, -1.53017051085545 52.4000000761566)"
31419,31426,"LINESTRING (-1.53017051085545 52.4000000761566, -1.53039240084839 52.399968319145)"
31426,31419,"LINESTRING (-1.53039240084839 52.399968319145, -1.53017051085545 52.4000000761566)"
31425,31426,"LINESTRING (-1.53033213443062 52.3999148336002, -1.53039240084839 52.399968319145)"
31426,31425,"LINESTRING (-1.53039240084839 52.399968319145, -1.53033213443062 52.3999148336002)"
31421,31423,"LINESTRING (-1.53060059392832 52.3998112051726, -1.53049649738846 52.3997911480294)"
31423,31421,"LINESTRING (-1.53049649738846 52.3997911480294, -1.53060059392832 52.3998112051726)"
31422,31428,"LINESTRING (-1.53067455725923 52.3998730479732, -1.53060881207604 52.3999683191451)"
31428,31422,"LINESTRING (-1.53060881207604 52.3999683191451, -1.53067455725923 52.3998730479732)"
31426,31427,"LINESTRING (-1.53039240084839 52.399968319145, -1.53046362479672 52.3999867047861)"
31427,31426,"LINESTRING (-1.53046362479672 52.3999867047861, -1.53039240084839 52.399968319145)"
31424,31425,"LINESTRING (-1.53037322517013 52.3998295908791, -1.53033213443062 52.3999148336002)"
31425,31424,"LINESTRING (-1.53033213443062 52.3999148336002, -1.53037322517013 52.3998295908791)"
31200,31429,"LINESTRING (-1.55283665250101 52.4347044300496, -1.54791640251978 52.4389733165098)"
31429,31200,"LINESTRING (-1.54791640251978 52.4389733165098, -1.55283665250101 52.4347044300496)"
31349,31430,"LINESTRING (-1.54011393018334 52.436471736693, -1.54716072226169 52.4391472908768)"
31430,31349,"LINESTRING (-1.54716072226169 52.4391472908768, -1.54011393018334 52.436471736693)"
30072,31431,"LINESTRING (-1.54331080550213 52.4450280671038, -1.54744062279367 52.439586842562)"
31431,30072,"LINESTRING (-1.54744062279367 52.439586842562, -1.54331080550213 52.4450280671038)"
30059,31432,"LINESTRING (-1.55114897304796 52.4410394869985, -1.5481670319814 52.4394075634277)"
31432,30059,"LINESTRING (-1.5481670319814 52.4394075634277, -1.55114897304796 52.4410394869985)"
31429,31434,"LINESTRING (-1.54791640251978 52.4389733165098, -1.54769576197976 52.4391030164296)"
31434,31429,"LINESTRING (-1.54769576197976 52.4391030164296, -1.54791640251978 52.4389733165098)"
31433,31434,"LINESTRING (-1.54787437575009 52.4391574582575, -1.54769576197976 52.4391030164296)"
31434,31433,"LINESTRING (-1.54769576197976 52.4391030164296, -1.54787437575009 52.4391574582575)"
31429,31433,"LINESTRING (-1.54791640251978 52.4389733165098, -1.54787437575009 52.4391574582575)"
31433,31429,"LINESTRING (-1.54787437575009 52.4391574582575, -1.54791640251978 52.4389733165098)"
31432,31437,"LINESTRING (-1.5481670319814 52.4394075634277, -1.54791114917327 52.4392983662055)"
31437,31432,"LINESTRING (-1.54791114917327 52.4392983662055, -1.5481670319814 52.4394075634277)"
31437,31438,"LINESTRING (-1.54791114917327 52.4392983662055, -1.54786386905751 52.4393656175673)"
31438,31437,"LINESTRING (-1.54786386905751 52.4393656175673, -1.54791114917327 52.4392983662055)"
31432,31438,"LINESTRING (-1.5481670319814 52.4394075634277, -1.54786386905751 52.4393656175673)"
31438,31432,"LINESTRING (-1.54786386905751 52.4393656175673, -1.5481670319814 52.4394075634277)"
31430,31435,"LINESTRING (-1.54716072226169 52.4391472908768, -1.54745410805503 52.4391894828307)"
31435,31430,"LINESTRING (-1.54745410805503 52.4391894828307, -1.54716072226169 52.4391472908768)"
31430,31436,"LINESTRING (-1.54716072226169 52.4391472908768, -1.54740682793928 52.4392471270038)"
31436,31430,"LINESTRING (-1.54740682793928 52.4392471270038, -1.54716072226169 52.4391472908768)"
31435,31436,"LINESTRING (-1.54745410805503 52.4391894828307, -1.54740682793928 52.4392471270038)"
31436,31435,"LINESTRING (-1.54740682793928 52.4392471270038, -1.54745410805503 52.4391894828307)"
31431,31440,"LINESTRING (-1.54744062279367 52.439586842562, -1.54751452153598 52.4394024456504)"
31440,31431,"LINESTRING (-1.54751452153598 52.4394024456504, -1.54744062279367 52.439586842562)"
31431,31439,"LINESTRING (-1.54744062279367 52.439586842562, -1.54762484180589 52.4394312676071)"
31439,31431,"LINESTRING (-1.54762484180589 52.4394312676071, -1.54744062279367 52.439586842562)"
31439,31440,"LINESTRING (-1.54762484180589 52.4394312676071, -1.54751452153598 52.4394024456504)"
31440,31439,"LINESTRING (-1.54751452153598 52.4394024456504, -1.54762484180589 52.4394312676071)"
31434,31435,"LINESTRING (-1.54769576197976 52.4391030164296, -1.54745410805503 52.4391894828307)"
31435,31434,"LINESTRING (-1.54745410805503 52.4391894828307, -1.54769576197976 52.4391030164296)"
31433,31437,"LINESTRING (-1.54787437575009 52.4391574582575, -1.54791114917327 52.4392983662055)"
31437,31433,"LINESTRING (-1.54791114917327 52.4392983662055, -1.54787437575009 52.4391574582575)"
31438,31439,"LINESTRING (-1.54786386905751 52.4393656175673, -1.54762484180589 52.4394312676071)"
31439,31438,"LINESTRING (-1.54762484180589 52.4394312676071, -1.54786386905751 52.4393656175673)"
31436,31440,"LINESTRING (-1.54740682793928 52.4392471270038, -1.54751452153598 52.4394024456504)"
31440,31436,"LINESTRING (-1.54751452153598 52.4394024456504, -1.54740682793928 52.4392471270038)"
30758,31441,"LINESTRING (-1.53489058609796 52.4216626293656, -1.5346036277468 52.4213245430412)"
31441,30758,"LINESTRING (-1.5346036277468 52.4213245430412, -1.53489058609796 52.4216626293656)"
30100,31442,"LINESTRING (-1.53372659540553 52.4219226456154, -1.53415716123774 52.4213160677013)"
31442,30100,"LINESTRING (-1.53415716123774 52.4213160677013, -1.53372659540553 52.4219226456154)"
30305,31445,"LINESTRING (-1.52926781464002 52.4186837152444, -1.53407237858311 52.4209901610268)"
31445,30305,"LINESTRING (-1.53407237858311 52.4209901610268, -1.52926781464002 52.4186837152444)"
31444,31449,"LINESTRING (-1.53451029915552 52.4208943482013, -1.53436693200155 52.4210243260552)"
31449,31444,"LINESTRING (-1.53436693200155 52.4210243260552, -1.53451029915552 52.4208943482013)"
31448,31449,"LINESTRING (-1.53442350518385 52.4210286480265, -1.53436693200155 52.4210243260552)"
31449,31448,"LINESTRING (-1.53436693200155 52.4210243260552, -1.53442350518385 52.4210286480265)"
31444,31448,"LINESTRING (-1.53451029915552 52.4208943482013, -1.53442350518385 52.4210286480265)"
31448,31444,"LINESTRING (-1.53442350518385 52.4210286480265, -1.53451029915552 52.4208943482013)"
31443,31446,"LINESTRING (-1.53473090909697 52.4210119509013, -1.53446875991076 52.4210538812001)"
31446,31443,"LINESTRING (-1.53446875991076 52.4210538812001, -1.53473090909697 52.4210119509013)"
31443,31447,"LINESTRING (-1.53473090909697 52.4210119509013, -1.53450258647521 52.4210925564641)"
31447,31443,"LINESTRING (-1.53450258647521 52.4210925564641, -1.53473090909697 52.4210119509013)"
31446,31447,"LINESTRING (-1.53446875991076 52.4210538812001, -1.53450258647521 52.4210925564641)"
31447,31446,"LINESTRING (-1.53450258647521 52.4210925564641, -1.53446875991076 52.4210538812001)"
31441,31454,"LINESTRING (-1.5346036277468 52.4213245430412, -1.5344878771058 52.4211745729335)"
31454,31441,"LINESTRING (-1.5344878771058 52.4211745729335, -1.5346036277468 52.4213245430412)"
31441,31455,"LINESTRING (-1.5346036277468 52.4213245430412, -1.53441012758218 52.421213018101)"
31455,31441,"LINESTRING (-1.53441012758218 52.421213018101, -1.5346036277468 52.4213245430412)"
31454,31455,"LINESTRING (-1.5344878771058 52.4211745729335, -1.53441012758218 52.421213018101)"
31455,31454,"LINESTRING (-1.53441012758218 52.421213018101, -1.5344878771058 52.4211745729335)"
31442,31453,"LINESTRING (-1.53415716123774 52.4213160677013, -1.53428194593519 52.4212181441208)"
31453,31442,"LINESTRING (-1.53428194593519 52.4212181441208, -1.53415716123774 52.4213160677013)"
31442,31452,"LINESTRING (-1.53415716123774 52.4213160677013, -1.53420419641164 52.4211873879931)"
31452,31442,"LINESTRING (-1.53420419641164 52.4211873879931, -1.53415716123774 52.4213160677013)"
31452,31453,"LINESTRING (-1.53420419641164 52.4211873879931, -1.53428194593519 52.4212181441208)"
31453,31452,"LINESTRING (-1.53428194593519 52.4212181441208, -1.53420419641164 52.4211873879931)"
31445,31451,"LINESTRING (-1.53407237858311 52.4209901610268, -1.5341747776731 52.4210784598681)"
31451,31445,"LINESTRING (-1.5341747776731 52.4210784598681, -1.53407237858311 52.4209901610268)"
31445,31450,"LINESTRING (-1.53407237858311 52.4209901610268, -1.53422731113502 52.4210336070325)"
31450,31445,"LINESTRING (-1.53422731113502 52.4210336070325, -1.53407237858311 52.4209901610268)"
31450,31451,"LINESTRING (-1.53422731113502 52.4210336070325, -1.5341747776731 52.4210784598681)"
31451,31450,"LINESTRING (-1.5341747776731 52.4210784598681, -1.53422731113502 52.4210336070325)"
31449,31450,"LINESTRING (-1.53436693200155 52.4210243260552, -1.53422731113502 52.4210336070325)"
31450,31449,"LINESTRING (-1.53422731113502 52.4210336070325, -1.53436693200155 52.4210243260552)"
31446,31448,"LINESTRING (-1.53446875991076 52.4210538812001, -1.53442350518385 52.4210286480265)"
31448,31446,"LINESTRING (-1.53442350518385 52.4210286480265, -1.53446875991076 52.4210538812001)"
31447,31454,"LINESTRING (-1.53450258647521 52.4210925564641, -1.5344878771058 52.4211745729335)"
31454,31447,"LINESTRING (-1.5344878771058 52.4211745729335, -1.53450258647521 52.4210925564641)"
31453,31455,"LINESTRING (-1.53428194593519 52.4212181441208, -1.53441012758218 52.421213018101)"
31455,31453,"LINESTRING (-1.53441012758218 52.421213018101, -1.53428194593519 52.4212181441208)"
31451,31452,"LINESTRING (-1.5341747776731 52.4210784598681, -1.53420419641164 52.4211873879931)"
31452,31451,"LINESTRING (-1.53420419641164 52.4211873879931, -1.5341747776731 52.4210784598681)"
30592,31443,"LINESTRING (-1.53780933812239 52.4196950672576, -1.53473090909697 52.4210119509013)"
31443,30592,"LINESTRING (-1.53473090909697 52.4210119509013, -1.53780933812239 52.4196950672576)"
30937,31444,"LINESTRING (-1.53495724871312 52.4205166441375, -1.53451029915552 52.4208943482013)"
31444,30937,"LINESTRING (-1.53451029915552 52.4208943482013, -1.53495724871312 52.4205166441375)"
31289,31457,"LINESTRING (-1.51644403979791 52.4205752275571, -1.51570687108086 52.4206406569295)"
31457,31289,"LINESTRING (-1.51570687108086 52.4206406569295, -1.51644403979791 52.4205752275571)"
30793,31458,"LINESTRING (-1.518318201241 52.4223380427761, -1.51548941555059 52.4208864297151)"
31458,30793,"LINESTRING (-1.51548941555059 52.4208864297151, -1.518318201241 52.4223380427761)"
31456,31464,"LINESTRING (-1.51515163375667 52.4207482413457, -1.51527545290886 52.4207145247466)"
31464,31456,"LINESTRING (-1.51527545290886 52.4207145247466, -1.51515163375667 52.4207482413457)"
31456,31463,"LINESTRING (-1.51515163375667 52.4207482413457, -1.51529327575324 52.420775383055)"
31463,31456,"LINESTRING (-1.51529327575324 52.420775383055, -1.51515163375667 52.4207482413457)"
31463,31464,"LINESTRING (-1.51529327575324 52.420775383055, -1.51527545290886 52.4207145247466)"
31464,31463,"LINESTRING (-1.51527545290886 52.4207145247466, -1.51529327575324 52.420775383055)"
31457,31459,"LINESTRING (-1.51570687108086 52.4206406569295, -1.51548448563986 52.4206627782359)"
31459,31457,"LINESTRING (-1.51548448563986 52.4206627782359, -1.51570687108086 52.4206406569295)"
31459,31460,"LINESTRING (-1.51548448563986 52.4206627782359, -1.51552695108813 52.4207216639787)"
31460,31459,"LINESTRING (-1.51552695108813 52.4207216639787, -1.51548448563986 52.4206627782359)"
31457,31460,"LINESTRING (-1.51570687108086 52.4206406569295, -1.51552695108813 52.4207216639787)"
31460,31457,"LINESTRING (-1.51552695108813 52.4207216639787, -1.51570687108086 52.4206406569295)"
31458,31461,"LINESTRING (-1.51548941555059 52.4208864297151, -1.51550719759903 52.4207957085121)"
31461,31458,"LINESTRING (-1.51550719759903 52.4207957085121, -1.51548941555059 52.4208864297151)"
31461,31462,"LINESTRING (-1.51550719759903 52.4207957085121, -1.51541613045993 52.4208123039104)"
31462,31461,"LINESTRING (-1.51541613045993 52.4208123039104, -1.51550719759903 52.4207957085121)"
31458,31462,"LINESTRING (-1.51548941555059 52.4208864297151, -1.51541613045993 52.4208123039104)"
31462,31458,"LINESTRING (-1.51541613045993 52.4208123039104, -1.51548941555059 52.4208864297151)"
31459,31464,"LINESTRING (-1.51548448563986 52.4206627782359, -1.51527545290886 52.4207145247466)"
31464,31459,"LINESTRING (-1.51527545290886 52.4207145247466, -1.51548448563986 52.4206627782359)"
31460,31461,"LINESTRING (-1.51552695108813 52.4207216639787, -1.51550719759903 52.4207957085121)"
31461,31460,"LINESTRING (-1.51550719759903 52.4207957085121, -1.51552695108813 52.4207216639787)"
31462,31463,"LINESTRING (-1.51541613045993 52.4208123039104, -1.51529327575324 52.420775383055)"
31463,31462,"LINESTRING (-1.51529327575324 52.420775383055, -1.51541613045993 52.4208123039104)"
